"","condition1","condition2","condition3","condition4","condition5","condition6","condition7","condition8","condition9"
"Cdkl3",1.43180392631922,2.62871220699864,2.42610995511284,1.06836869223311,1.2550484502624,1.34390517941165,1.02999042607955,2.40893273645157,2.32715444043736
"Ppp2ca",119.072179051419,174.496989657065,191.647205357035,128.393948844362,132.557555229551,106.742604149507,99.8243696216991,153.932651585719,119.68198388215
"Mir3061",126.99800987769,100.877936311455,169.918210324336,75.545691370785,49.3533526253729,97.195130465006,73.1415962903903,177.834493357137,127.830674024164
"Tcf7",62.5105263509644,41.0723408205481,32.0943550880517,48.6085416887066,89.1848712974504,36.1603710845909,320.787160461219,251.577358842324,412.249270858394
"Vdac1",28.6854369177617,32.0606456991257,35.913209604637,31.1994299015211,37.400429140769,28.593011722602,38.5172608453671,38.9975850570104,41.4027878527969
"9530068E07Rik",82.1190449687326,101.683581508738,100.79272794803,88.5858290539045,85.3364625487665,71.4695650698887,72.9679028444177,98.7085570236225,69.7434494404506
"Fstl4",0,0,0,0,0,0,0,0.00144490358140651,0
"Hspa4",49.3920012940433,73.3199475721838,79.641540284807,47.8103355400777,41.8166190771512,42.4819394006697,47.2619246637976,65.0081264666114,53.5649033356668
"Zcchc10",13.8779202248789,22.0624368547415,18.714204588529,15.3130831509478,13.4152062966259,11.6260632952017,13.4153219732622,17.2291299532141,13.3488083667051
"Aff4",18.8180941688066,22.6577886502542,21.6663267086795,13.6401942752806,8.50310287728504,12.0150135420531,14.3000754512429,24.5468687035201,18.752223649732
"Leap2",1.38156830829286,0.960239770328707,1.96051187264037,0.266335732013847,0.854156540302194,0.660845552324832,1.39244461557019,3.83270045681681,1.98083437173768
"Uqcrq",88.9597056132931,85.4897177792715,109.65324806841,127.04598819148,124.871228651326,135.580526920988,110.611206629175,86.3551754587051,81.7153982619583
"Gdf9",0.357585906088362,0,0.101486319593036,0.110295412521221,0.265293584317381,0,0.807298190807514,0.529068173664987,0.996086519059399
"Sowaha",0.0912644625986715,0,0,0,0,0,0,0,0
"Septin8",0.132652758894674,0.245862529744692,0.313734407473082,0.170483401275687,0.177694300014658,0.200930676471849,0.49022255029582,1.74800396127269,0.235475724060987
"Kif3a",0.761065138645519,1.36909287715937,1.27057415684432,0.973507005058262,1.12927100924599,1.07927235548077,1.01070983973054,1.33303036026767,0.997653117522045
"Il4",0,0,0,0,0,0,0.429065931502048,0.0492084560397108,0
"Rad50",16.6979719290058,23.0446248135861,23.8492482328092,13.8671336043821,12.9618229130164,12.2416662304328,11.4691125090843,18.4784686614932,15.0330880136342
"Il5",0.0766113284644997,0.425981076767631,1.19586675479618,0.0590758607436748,0,0.21987297494984,0.123543113919731,0.212532577535781,0.376601456953507
"Irf1",1024.31087115343,934.677937275053,890.10592123934,870.588404127754,853.100209883975,951.959518306657,538.043264103356,976.3819311811,814.779346601361
"Gm12216",5.72496451099758,5.76169896243703,6.51698512007422,5.92293003776419,5.30781729730515,7.9090943145919,1.82980903809226,4.03569309162842,2.83478091681581
"Slc22a5",7.01429991968597,8.95615725701622,9.45335987716126,5.13695950126171,5.30613539766403,6.23348491532437,5.87125435857873,10.9940734626473,9.49159439863624
"Slc22a21",0.0869505795080957,0.0302168933651825,0,0.0083810717513245,0,0.0103977674131425,0.1051621107954,0.0904557678583822,0.142475512790838
"Slc22a4",0,0,0,0,0,0,0.17161206722413,0.305406337801473,0.126273238011639
"Pdlim4",0.0234346930931152,0,0.133019826135145,0,0,0,0.812499833312412,0.13002347894666,0.076799256184983
"Csf2",0.125549363377184,0,0,0,0,0,0.303690582315993,0.116098277462512,0
"Acsl6",0,0,0,0,0,0,0,0.0158710827011438,0
"Fnip1",3.31172258125028,5.59532792390881,4.64096940766535,2.87172744843598,2.12652044705139,2.65133913212811,3.33862523436555,5.25913030679232,3.72355480887034
"Rapgef6",7.56609922939153,9.67197130381235,9.78063663547986,5.46055120607917,4.15825838971001,4.20183491688175,6.51849884578008,9.78615661975507,7.64926219595667
"Cdc42se2",26.1472549011364,27.7007090233327,26.7715623731333,24.6687461234855,25.4710940996402,19.5312583797319,21.877900255101,28.7141271734061,20.1520990370777
"Lyrm7",0.783101685478462,0.898068429809381,1.05569600541443,0.400056292828105,0.290492227865136,0.468226274770648,0.544593956014895,0.561217393662906,0.521289864053545
"Hint1",150.044884415145,180.971201797536,164.519462848787,187.196562107052,202.95538163,204.895772424866,228.856578615892,167.329035301085,148.316654699354
"Gpx3",1.8407463072264,1.82769289972308,1.61701895096725,1.11525878332531,1.13804398082737,0.754700707751905,3.0037177982807,4.37703142161558,3.73435618672773
"Tnip1",32.4344842575613,22.5123329550063,20.1875133738481,29.7412762038101,25.7165744579268,23.5547331504741,25.4320822007163,32.6215813420933,35.4534833703226
"Anxa6",170.781446735649,194.444863581039,173.342023629721,165.037035264724,180.032929866603,150.262113553225,113.288858712016,164.522879852581,166.526013863669
"Ccdc69",6.98905015971255,7.50065151583942,7.87153042954919,6.46540917164108,6.83018392884459,7.4426467709213,7.37927970913416,7.31246599330689,6.43109922660886
"Gm2a",36.7639147179832,41.981958498987,40.4899653569105,38.605509526439,38.9994794829841,37.7322428010005,116.50011348723,85.9753893752362,89.6955992421613
"Slc36a3",0.245552781796678,0.34133606768582,0.209070723980537,0.265087933165266,0.166994686134786,0.223164992422627,0.306882491463064,0.351955549993254,0.905305428424342
"Slc36a2",0.0248173487923332,0,0,0,0,0.0118708821499913,0.0200101774142819,0.0114745760889292,0.0304989154353554
"Slc36a1os",0,0,0,0,0,0,0,0.0511969265134818,0
"Slc36a1",46.178351727087,48.7818972441691,49.579053879033,44.4431591245178,32.3020211082905,55.8383609150614,22.8111425142176,39.9342364207209,24.1258137878717
"Sparc",0.0127380150328676,0,0.0180758559355392,0,0,0,0.0205412707736302,0.047116498684732,0.0417445227855262
"Atox1",13.9129579308773,13.0403354810519,12.4439764367366,21.421931973732,22.3588311391045,21.2439260589517,17.8135825716851,13.2218346415977,11.5658325339644
"G3bp1",76.1963586371121,97.4714916095713,90.0977233741647,71.897235052918,66.758357930123,63.0936433124385,69.0129110393581,83.2384677234626,70.3074053906953
"Gm12238",5.32572299487086,7.40313887446971,41.5660138158994,6.16008773722351,0,17.8321711135394,10.7352988103637,24.6240701392263,21.816562896097
"Fam114a2",26.0970135681351,29.9431065310623,31.1717813685263,23.3015044129713,20.8866967075124,26.277168983801,22.5054978891606,29.5190493660614,27.2080777552379
"Mfap3",36.4994610319632,46.7082220652545,49.3516459280296,33.3036899844243,28.1567830427208,34.2296452007196,34.9287927188067,56.82402723081,45.6142246204808
"Galnt10",0.130163595676385,0.252019087822211,0.227587138384138,0.299319524193995,0.238547410441783,0.200125128721266,1.23504414023425,0.812464831911961,0.763631148639317
"Sap30l",30.1180044808501,28.8309344205877,26.0399383498121,29.406146265512,24.0088477856809,29.4459353655677,25.3515175381393,25.3343534854853,26.0010472061157
"Larp1",73.7887472219177,80.119771301469,74.1204067742268,60.2978184182618,46.6721428199746,54.8827059870059,46.6435954881601,61.0112020914927,57.6096638675995
"Cnot8",28.3309310207694,37.4253859826703,34.2832775273313,27.6581668862999,30.1579092722074,26.2706339105637,27.403551785773,32.836546794713,26.974957468321
"Gemin5",7.25844947367451,8.45384498102777,8.90035796434384,6.78258161536441,5.93853394883909,5.73340936780586,8.01903974426017,9.59942530341571,8.56068282297167
"Mrpl22",13.2877695714086,14.5914774536035,17.7329003744562,14.5825784977391,14.679165571511,15.0629768861183,19.5805783171141,18.6430956664035,16.1762369216727
"Gm12250",79.1719500219254,77.8471034949744,97.9734654843663,62.4524607200073,71.1097414529177,50.2949628853689,64.1293916725832,87.7679962539558,39.4977269600326
"Irgm2",67.5023622119203,79.7229014287713,78.3838110483833,40.7674138281731,46.0218274769713,41.7968940378688,60.8382185636845,77.2439448840337,47.4727514383112
"4930438A08Rik",0,0,0.0481490353553972,0,0,0,0.820743186036132,1.38055722837814,1.22315333875667
"Zfp692",38.8181325884597,34.7972057049959,36.3298830315723,26.322230437122,20.346699360561,40.3176222097883,35.6039137430741,32.3751856568753,40.767045322663
"Zfp672",14.8984529911684,16.700578882194,15.6023318759655,10.7525748820943,15.4455018999292,12.7590153038835,11.8027651441934,17.2863365890031,14.6935826341058
"Sh3bp5l",15.4215066629764,10.0848304677008,11.2860156503366,13.1930536099295,11.7050858428534,14.9201548528411,11.167435265825,11.3726113151534,11.983088735363
"Gm12253",0.21857556863327,0,0.516948739586328,0.0280910149829257,0,0,0.264355548816547,0,0.0895384090616514
"Trim58",0,0,0,0.0213247035012762,0.136779506286247,0.0529119219449363,0,0.102290944631962,0
"Fam183b",0,0.100228105735806,0.102317357257571,0.027799646228326,0.0891553283686972,0.10346681100926,0,0.0333375335436626,0.0295365629339014
"2810021J22Rik",5.11735357656753,8.2140681166407,6.38487775026166,3.69290637064735,4.58454123883117,3.62087245489262,8.08095081864166,11.1606844598517,6.80308283303054
"Zfp39",9.94302840976077,11.9367726666308,11.9523771791221,7.74638793907556,7.67141302382029,5.54217240534922,10.6176132724812,14.8746358362332,11.0916583936879
"Btnl10",0,0,0,0,0.0450747213804867,0.0348735012156403,0,0.606766665386984,0.0597318127426811
"Rnf187",224.885673693069,182.099991906657,163.242899292306,239.883873900206,215.092334670514,214.948227790717,161.856971119506,180.601315754476,175.786321045445
"H2bu1-ps",9.94134959042561,7.89668146610102,4.030643763966,1.6426900632596,3.51214474205977,9.51049126055436,4.58039415908853,3.28320935189683,11.6355002112517
"Trim17",0.319715269622156,0.395046463877028,0.806562388485935,0.219143160671534,0.175701700382764,0.203905868108404,0.572857257659001,0.919793130967117,0.640296757187225
"Trim11",51.6901847533592,43.5993384424641,45.103943787664,37.9354513038171,30.9650592245438,50.938390364121,36.4206855496672,48.7353997304525,44.7166110399882
"Obscn",0.0255568750527859,0.0129185085904059,0.00329694861779516,0.00358312636933912,0,0.00889063253620235,0.0974123370802496,0.0214845531752326,0.0380699943585143
"Iba57",12.3768861482805,8.54758973306327,8.22235449701253,10.486194476878,10.0889785169799,9.42712707446788,9.91589448192318,12.1377235787147,11.9164217723984
"Gjc2",0.0431627223113717,0.119998590906437,0,0.033283262719639,0,0.0412920488903621,0.06960402888811,0,0.0707255895193733
"Guk1",19.8165825242589,20.2914386833452,22.6238421815719,24.1474222191187,27.4275171014893,23.71666804135,29.6876482685613,21.2658553872182,27.5269094896469
"2610507I01Rik",17.6521484736224,11.2794536677629,15.453769701841,11.7456411723046,12.3216545973319,17.0913834181566,20.5458669881296,28.0392731415065,29.9741421156637
"Mrpl55",19.885809375866,19.8524906691227,21.2924577156129,22.5830536482062,25.3712317443279,25.0770354402596,23.1762552800582,22.3173751483576,20.9577559581121
"2310033P09Rik",130.46450989457,124.125753900334,124.542053496639,94.4892761535025,94.9344263260218,116.693521738788,100.819559408939,102.122470498217,116.916191992125
"Arf1",202.806539528101,243.657081883176,248.096752653794,219.632807046047,229.98833740988,194.747765562714,165.686370201338,199.06053890742,171.501792224453
"Wnt3a",0,0,0,0,0,0,0.024934245890613,0,0
"Prss38",0,0,0,0,0,0,0.0891910922938093,0,0.181256535954173
"Snap47",3.59493130958854,3.5740243346976,3.08049095892702,4.30356916722147,4.23573548019955,3.82207036676106,3.11582449921911,4.69105356342848,3.92285136161274
"Jmjd4",28.0876743657685,26.8191148525316,22.3753222324705,22.5250718870292,17.7724290207803,18.6054036552455,20.3667121487807,25.0418385942459,26.5034251116025
"Zfp867",4.59661177798129,5.29076958044209,3.94692517009217,2.88978283871879,2.6789523979047,3.41708363445424,3.91869818607071,6.44356763565211,5.85282786827727
"Zkscan17",28.3292151579438,21.5153723539276,22.5628739251698,25.3531944351523,24.6866608494177,22.0161697038158,17.6481806200677,21.0209344215054,24.1449025157846
"4933439C10Rik",10.1368026024823,10.7282884648691,14.1394181751371,7.72777795327254,8.97333684097689,18.4031596231928,10.1237257087651,11.1845593306376,10.5699782138844
"Nlrp3",0.0390224336043325,0.0723253275898557,0.110749419947461,0.040120852441243,0.0482513483865805,0.0248874669301768,2.45416923601744,2.9830191251585,2.82407822243745
"Mprip",9.21113235335515,7.26679423110035,7.96850487894016,7.37384207059642,7.26077799140532,7.48826534431284,7.3189546647515,10.1041733062849,9.42295334360248
"1700007J10Rik",0.742115073874406,0.838169677317402,0.296183525639095,0.375541238650794,0,0.354975894379851,0.149591465372676,0.68625024801552,0.437005459893725
"Pld6",0,0,0.248904296181167,0,0,0.0839001790202575,0.212139769320335,0.56769436602519,0.574821524380564
"Flcn",50.5251957932247,44.8845094362171,48.4858408553939,40.627749114479,39.6190737379843,52.3534955639116,43.8533960291625,57.1280541791675,53.7072445412741
"Gm16062",1.07633228219411,1.5515935151611,1.69707474668978,0.891451386496669,1.33088787989136,1.60173069038673,2.15354008249431,1.51139409136576,1.50237443872193
"Cops3",12.6130695113455,25.745827708409,25.6425027202868,12.369162999098,13.9416827398623,12.1383283038386,15.6002992765282,24.689542990079,18.7830633930611
"Nt5m",3.19045631083055,2.48357998571508,2.55181344021511,3.54268353476246,3.94500815933113,3.90679277790545,3.46112581721997,3.48670119324977,3.74501948930717
"Med9os",0,0,0,0,0,0.251500138544004,0,0,0
"Med9",7.74458148091338,6.69044022048412,7.10930731474723,8.53615461879352,7.87195828814381,7.2414976616908,6.2091608358147,7.01997276850611,8.17329710724779
"Rasd1",2.43340857928907,2.08160820960146,3.98437361871639,1.0103847611319,2.08309605236964,1.61165394903709,15.6964187594615,7.09686919432122,21.0101910702322
"Pemt",0.0261106140820808,0,0.01235073903635,0.0302012841774361,0.0860955930759552,0.0249789794410303,0.0666676261195028,0.0402417720657923,0.0713072328303028
"Rai1",11.916505234417,8.28483736310276,8.36798415613945,8.11839429934415,4.98962803298239,8.65316637768043,5.37372472054231,8.32213724119728,9.0248849971041
"4930412M03Rik",3.61287441893428,2.73935775328521,3.10717730478148,2.27939586032541,2.84284593884397,2.93261169506484,2.55995587016366,4.55577955493642,6.4581655681815
"Srebf1",39.6548556504633,30.5501561996586,30.1899471898641,31.0008988851301,28.7041380963856,33.7688758667252,25.9346691049315,33.6810500268467,36.529791065602
"Tom1l2",2.16393369499658,2.05142132752042,1.89367624061854,1.55766049329311,1.54330556713692,2.33548825878435,1.84815376248407,2.16557254346657,2.55536208994731
"Drc3",0.0403128907654922,0.0224151296682679,0.0343235584480916,0.0373028705091427,0.0398776018229671,0.00771314582241709,0.0520067217848358,0.178935470855929,0.237801281360006
"Atpaf2",15.090251615471,14.4318578314566,15.018206663647,14.9875073531083,14.2307028592569,14.0512733549587,14.7629165530613,15.5357761392693,17.638300926538
"Gid4",12.7580341775256,13.9657834694436,13.1409975592957,12.8154699137745,11.3054220189815,9.67874588553352,12.6337138951951,14.7389059783336,12.9430619329975
"Drg2",24.477871149823,25.2764611669977,26.4649724688533,26.0477248487567,26.8367011615505,24.5990005601829,21.8604760242894,27.2053903413389,24.3136690643512
"Alkbh5",118.112417002234,98.4095021233638,91.1030949170544,106.210598355627,80.8145263892617,78.5995042679026,72.4702245567982,104.266564338162,92.6773457056744
"Llgl1",39.9677163302227,30.5806464907745,32.8339426830833,31.9610226115962,28.6383683227081,29.7605201530722,30.3345677730242,34.1370894148909,32.3533353173818
"Flii",247.381822442646,249.336453148895,243.568118602591,201.259586539146,208.531920717473,205.813541338186,168.594111526052,248.567580287261,235.157867596585
"Mief2",36.4707943166541,28.6241698071284,27.9861563057982,26.2779910207426,27.6136017763395,29.4103842294199,28.7047840478782,38.8880791482906,45.4439867440439
"Mir5100",10.3185883025623,14.3435815692851,14.6425730487827,0,19.138444981146,0,0,0,46.4965496723067
"Top3a",7.51343539297332,6.96281120793142,7.17974825795205,4.87034509523517,4.51485547341488,5.45337236334802,6.69039109045812,8.6243672272494,9.05735304196213
"Smcr8",104.368930314052,111.475602630081,97.2126451522642,75.2992458478187,57.3566553295407,79.3892679272029,96.5452761469731,138.271829549986,116.926885380356
"Shmt1",2.96701506379725,7.46899897711263,7.37332660474267,3.65380857872419,3.30367542375007,3.85517365573234,5.60583299852907,5.63747990509211,4.57144233566927
"Dhrs7b",4.88288681881407,4.98745627624117,5.37802272809607,5.57000365421454,5.94956156719684,6.12605943194597,5.2398362732296,5.48209608151248,5.52867325548845
"Tmem11",11.92929821995,11.0760336461525,10.4717434732914,12.4105476397837,11.1959094060314,10.6760058810966,12.0460252915633,10.5498449812921,11.8321239722769
"Natd1",28.8816812972039,27.5865817520293,26.1326877448094,30.8927306388793,31.4692366307577,24.8122409135032,18.8142456885398,25.7820219956045,22.3504990418004
"Map2k3os",0.966984023229047,1.51219968589882,0.728979567908649,1.0951768198816,1.56932796770448,1.06961786752237,1.24261059168555,0.558869716713472,1.16360326309557
"Map2k3",51.1246830013454,49.5744250942667,53.3842339498929,52.9644490046738,43.7829499597583,48.8937205462091,28.2934442410843,40.0979221733395,36.2168817214734
"Tnfrsf13b",0.0144473780652808,0,0,0.0111405364167682,0.0535926702600458,0.0138212283531512,3.27333845327774,0.748149389834991,0.520810182284424
"Usp22",21.0494059586786,18.9284258691712,18.9204260194761,14.3939137894108,12.8033585279886,13.2573924141505,18.0013976597925,32.6862608599254,28.8781979071409
"Aldh3a2",23.1971745735514,28.4270328961094,28.6053313169183,24.1156523863412,23.8056247087451,20.7166511474112,21.0033376072187,32.3390762278239,24.4510493676904
"Slc47a2",0.176189332161141,0.0667952379651402,0.0795521795519605,0.129686057625758,0.0594159824784548,0.137907230953259,0.1162318066686,0.192549119885679,0.209963913586497
"Mapk7",57.9278548446687,55.1971520261104,50.9362907742807,55.0308699560726,40.6415667573961,57.7335511437646,47.4880026422734,56.5337954947149,64.0235133759632
"B9d1",1.0599474373459,1.17872267646924,1.08296380021814,1.04619192523981,1.52032844911004,1.25737151956206,2.25623229234763,1.41142590012206,1.8410176085407
"Epn2",0.139726671787694,0.258973528215914,0.146873234875338,0.191546337601308,0.172772420799939,0.20793253363331,0.350501911789824,0.20099076449352,0.220473626759711
"Grap",75.705356291688,99.2675808086369,87.0562188561025,74.1329638328969,73.9268381009227,62.2936514201183,96.0839313619818,77.4448963406389,90.1658574665541
"Slc5a10",0.137529603766085,0.133823244263395,0.273225570654949,0.0424202523728999,0.0255083610061507,0.0986768005783049,0.133067804821702,0.120817837577611,0.20281797819188
"Fam83g",0.155136365380522,0.143767154055713,0.146763975587815,0.179441105535973,0.38365310012712,0.185515939476491,0.437801465912645,0.227141886566763,0.0953262761522424
"Prpsap2",11.125587856297,13.5551908686459,13.4621936128394,10.478548701871,11.1388711502832,9.38722968485046,14.0590418379542,15.9451082868316,12.6260188410915
"Ulk2",10.8784231519107,13.2452812860944,11.9594060370006,10.870746104522,9.20885941873271,8.36052961972088,9.29370732913054,13.8774500424115,10.2635957709717
"Akap10",9.94208436812842,12.7690990951142,12.5345253911515,7.53687969432479,6.20557745132307,7.01417081611426,7.46982017204241,13.0420563988921,11.3393871819235
"Specc1",0.0334844199398831,0.0482696744278122,0.0475160022465579,0.046858907686569,0.0475374425418042,0.039151694237287,0.0409975993719379,0.134176401057609,0.0853485316959359
"Adora2b",0,0,0.0268225048692568,0,0,0,0.228606740938537,0.227225376749858,0.278748459465845
"Zswim7",1.63093690359438,1.48982162503441,2.08294011193522,1.68882262360234,1.9014204440766,2.25122082805096,2.83668832804475,2.69314907675703,3.22599415785075
"Ttc19",5.35389820016844,7.79669989044498,7.65103648223736,4.82016721642219,5.03221773913974,5.29349212075278,3.69253264580214,6.51384078514966,5.40756786176929
"Ncor1",44.4838679123201,47.167578303022,46.6610368587552,37.9394755978822,25.3623637597332,28.6859694028558,26.4502793441617,42.5155654157145,33.427135554947
"Pigl",3.22186037525011,4.03235017049263,4.11640437533014,2.71428743372773,2.37470852298888,2.93414645026701,2.27421257990059,4.42127686775044,2.85099754512115
"Cenpv",5.32721083479121,5.77029123055468,5.82512195040274,5.69055923576451,7.64218951242298,7.52315290807675,4.48126371907962,5.22474682797663,3.92996780427527
"Ubb",8058.66089247669,5755.51831842498,6850.00065390886,8539.82541349708,6784.59592014281,6983.1585095668,7051.00311099476,5928.02009947535,7223.41164931857
"Trpv2",66.0773301432556,70.7868527453362,66.8000760868403,62.7765904771552,63.5200689815759,66.2720592803659,45.0909159606302,59.4239275900538,57.2378059820715
"2410006H16Rik",327.628544653377,290.141670707196,247.876759922191,423.877871427062,382.68956928103,398.701475591426,364.314880374421,234.46197519924,349.159959253784
"Snord49b",157.23563127714,116.570059737682,59.4999793728314,137.412327513938,32.4037163701943,190.533311308385,160.586438077568,58.1597085193153,201.820521521354
"Snord49a",404.754947610186,370.156943723485,279.625911125141,435.312866763794,381.945740699,534.965133406182,459.470789083568,398.909936255465,706.856637833543
"Snord65",81.1004835008405,0,65.7631350962874,98.2732125564077,93.1180480954006,171.796656041217,102.757526858499,96.4226746504439,132.889660307454
"Lrrc75a",0.393449379822724,0.567958500268666,0.622745544879486,0.548441664108442,0.570703400598794,0.46325818370122,0.68328061355789,0.356834600276047,0.167373631017719
"Mmgt2",20.4879022716336,20.1795776869869,22.612581163943,22.8055990783964,23.4183503988707,20.5103365697869,14.3679259168544,22.6726237127315,16.2046170155006
"Zfp287",27.8850355400457,29.0912076898176,27.595362565357,19.1165164051866,16.9733051354825,16.4149261256424,14.6967752727797,31.9072458142087,30.0208196471645
"Zfp286",0.0297955987801835,0,0,0,0,0,0.120120650828831,0.165315901313701,0.122056208225773
"Trim16",0,0,0,0,0,0,0.445758970694695,0.739937250394444,1.00123950971866
"Fbxw10",0,0.0302567310624339,0,0,0.0403711430057135,0,0.254476826117785,0.0100638915532764,0.0624152161958213
"Tvp23b",16.2872606616595,25.4413488500719,23.1719742322969,18.1753652339997,17.2585011102122,16.2038220459633,14.5200853169618,19.7775172038652,15.0807753739178
"Pmp22",0,0,0,0,0,0,0.0696814527244705,0.00998948078670436,0.0265515978451485
"Hs3st3b1",1.87970027388664,1.44076835511865,1.52065878863715,0.819553419249676,0.662521185415284,0.865505158628452,2.31589112663667,2.42048478342384,1.89983773932388
"Cox10",1.48924801135178,1.11560917191571,1.38347916452905,1.17670402320001,1.22647481316281,1.47066215927058,1.19849910070891,1.18637921071999,1.11362569311299
"2810001G20Rik",20.8120679322867,22.3662627860038,24.3215620132323,24.2074916763984,24.8691657947095,28.1919932843744,13.2553647175423,21.5095426237351,14.1137446617017
"Hs3st3a1",0.0226408958915245,0.0104908257957836,0.0107095067096601,0.0174586505626192,0.0093318437160461,0,0.04868082108192,0.00348942299467916,0.0309157729831325
"Elac2",18.8170922795337,17.5310441402373,21.4961107118935,16.3998076541221,15.7537755446656,15.4103216835359,17.5525863083756,23.2449512109425,23.0721515419401
"Arhgap44",0.0348819748363745,0.0456361972090624,0.0320288940249158,0.018986742216233,0.0228344079863043,0.0314072369032414,0.190259143858599,0.0929735651000408,0.17315184362021
"Map2k4",7.32183180524617,11.7091397428436,9.35102831162824,6.78530952855064,6.11720643450271,5.51525766282811,5.88230380777708,10.7354609996099,8.009081725778
"Mir744",0,0,0,0,0,0,0,6.10676939452811,0
"Zkscan6",19.7233981531324,21.842027678585,18.4324545208697,13.8588247779783,16.3943860444279,15.5329403490699,16.5303653922918,20.9647759635397,21.2840271709287
"Dnah9",0.0332909013284418,0.0653318861139106,0.0263996003109466,0.040016543316918,0.0217928608323155,0.0346581969421785,0.0205265300417597,0.0497989960351818,0.158034029922147
"Tmem220",1.82015062882091,2.80122707288725,1.937160958516,1.45366509190903,1.84872467842944,1.46141905488037,1.62482483028008,2.103917007663,2.60965520536835
"Adprm",33.4473759918052,45.4665941323698,38.6892166912134,29.523060201313,34.9034127887377,34.9124987763321,42.6113938097884,61.796909912061,61.542275516901
"Sco1",12.4960332784669,15.1641303761394,17.7324721885198,10.4460007881643,9.97844047670882,10.1366934182751,11.8779456717579,19.2244788332244,17.5454142546419
"Myh3",0.289016811408881,0.726983794108479,0.33200899210311,0.148576085248138,0.204211483626767,0.355488191826621,0.344002072582846,0.470887103195941,0.597609417110493
"Myh8",0,0,0,0,0,0,0,0.00969020849655365,0.103024581369065
"Myh13",0.0296904417832522,0.0619077815286666,0.0421321647801324,0.0744075638410272,0.119315021725027,0.0213027429927798,0.107727040326995,0.2814179444483,8.54418700181638
"Gas7",13.1489487300012,18.1779461003326,14.0392984759789,11.1822865580672,10.3200420267362,9.65300078535672,5.30610526770241,17.6906252725232,16.521653222333
"Rcvrn",0.123360457913572,0.114319952731537,0.0583514741670047,0.0317082141725079,0.152535551530927,0.0393380042355255,0,0.0380247160306856,0.303204037260825
"Glp2r",0,0.014183134856224,0,0.00786777578039794,0,0,0.0041133955023951,0.0990684732750528,0.0752341764787227
"Usp43",0,0,0,0.00376479661405625,0,0,0.00787317681232041,0,0
"Stx8",1.12218307875189,1.25861142603297,1.41527859125136,1.24298344255147,1.69800745807161,1.27697047796953,1.02538202729117,1.60096201683787,1.44989941495929
"Ntn1",0.135826748532289,0.118975516417437,0.150499277263315,0.248213622255378,0.144943284260157,0.215380023189981,0.18752881621593,0.270130335602608,0.393296337925052
"Pik3r5",27.1955295246132,24.3318405099731,19.3493530954731,20.6608479145695,19.078068888015,18.4083927218156,27.2911347877184,34.4772950281436,31.2049679728228
"Pik3r6",0.00664683506818031,0.0369583195617386,0,0.0102508992010483,0,0.0127175221535628,1.13081851993622,1.2907598816866,1.29062775608531
"Mfsd6l",0,0,0,0,0,0,0.90468343372774,0.296445116239229,1.70719899944215
"Myh10",0.135032764892805,0.125136851474478,0.244219003620143,0.0775835496159013,0.0851211409099163,0.10131799342836,0.25618033244842,0.345222710539838,0.186554267279271
"Ndel1",17.44228899311,19.437386144253,18.6301213419666,17.4270806506015,18.0630523957954,15.4004748768511,12.9295139398837,19.6750127857785,16.7146952940018
"Rnf222",0,0,0,0,0,0,0,0,0
"Rpl26",1528.41612979038,1290.87403008184,1602.48635082347,1922.79112690914,2371.47400435514,1900.62475060199,2650.60710639321,1701.72976037819,1632.17282935552
"Arhgef15",0.0480842909104403,0,0,0,0,0,0.019385132554028,0.0222323044798606,0.0196974938045437
"Slc25a35",11.8975558626579,12.9795511213052,13.8912437589364,10.7421066280431,12.4767239953104,10.1572790275003,5.03934756470986,14.970985402777,11.3515780852303
"Rangrf",10.9983472654994,7.13463124689827,15.4337705562299,11.7790969562009,15.2616467256511,12.6260143572232,18.5241514335455,18.9847753197765,18.8226393128724
"Pfas",12.0123600907158,14.5200403935118,15.2550391973961,9.1286221090103,7.13963782307779,11.4501073620078,14.773959730129,18.0573629284597,16.2362771950461
"Ctc1",14.3395408906298,17.8124640837068,17.2722974211581,11.0697642399398,9.84828409410916,14.2250034107103,13.4522487723778,19.7936186424791,17.5368541274214
"Aurkb",17.8572516875133,46.4476961234977,51.4579076750852,22.006542146405,16.3233452438175,23.2144474265084,33.2131766247113,60.73338175215,38.4156810226164
"Borcs6",150.438375074871,97.3007442302667,104.529444894307,158.817681920692,134.811687917507,148.125486703398,88.9421293669292,90.1443206961419,114.395304934873
"Tmem107",4.11913062218986,6.64941890052974,9.42781363301907,7.99200115284047,5.75051867978097,8.38968027555083,15.5348629867477,13.5159885995592,11.5395131873762
"Snord118",43.3832617684371,0,44.4621196225812,37.1703590956552,5.96039162429852,119.897642690409,27.2065382989656,33.4312193131101,25.6702915244586
"Vamp2",557.664276171275,468.522261700612,501.023713826953,295.445522638564,203.189966988898,386.781893398854,193.424792265609,351.289770307961,296.777713094514
"Per1",191.176475510675,110.652347671563,131.558378181597,111.52356982295,50.0298781570298,124.901790305301,106.286186677664,156.260962706746,222.288362855878
"Hes7",1.76448962779833,1.96221422251709,2.67082201673558,1.54203360053048,2.0363432731394,3.37603320995301,0.569081746698299,0.870220077595741,1.63837957196197
"Aloxe3",0,0.0403706944207856,0.103030550499373,0.0223947367786832,0.10773213235352,0.0277834710419341,0.0936665325641482,0.147707602224832,0.0832788451286872
