"","CND1_1","CND1_2","CND1_3","CND1_4","CND2_1","CND2_2","CND2_3","CND2_4","CTRL_1","CTRL_2","CTRL_3"
"Frmd6",1080,446,950,1070,929,1075,559,784,593,1525,1412
"Actr10",2302,1148,2344,2269,2293,3303,2227,2411,2327,2562,2402
"Psma3",3475,1900,4305,3429,3638,5566,3017,4155,5208,5555,4380
"3110056K07Rik",286,159,277,266,366,337,154,260,280,542,355
"Arid4a",5913,2744,4805,5802,6070,6845,3848,5440,6821,7837,8058
"Tomm20l",0,0,0,2,0,0,0,0,0,2,1
"Timm9",287,125,209,260,263,368,310,357,544,486,500
"2700049A03Rik",643,327,618,569,475,629,271,398,535,841,769
"Dact1",7,4,5,6,5,5,2,3,8,9,17
"Daam1",15,19,15,20,32,16,63,30,160,162,94
"Gpr135",8,5,4,9,10,14,3,12,12,10,21
"L3hypdh",1,0,0,0,0,1,0,3,3,0,4
"Jkamp",905,495,889,886,806,1172,756,959,913,1275,996
"Ccdc175",0,1,0,1,0,1,0,0,3,0,0
"Rtn1",419,165,395,457,438,690,342,520,573,813,764
"Lrrc9",2,2,3,2,1,2,0,1,9,6,7
"Pcnx4",321,148,266,331,243,400,247,329,526,553,688
"Dhrs7",1801,734,1437,1775,1601,2586,1857,1840,2100,2466,2201
"Ppm1a",1501,731,1567,1574,1401,1731,1259,1212,2003,2390,2348
"Mnat1",384,153,320,346,370,573,407,407,447,412,482
"Trmt5",280,148,321,285,180,330,235,260,483,569,446
"Slc38a6",285,96,205,233,221,209,106,238,327,417,427
"Tmem30b",10,3,2,6,3,6,0,7,0,11,7
"2210039B01Rik",7,5,0,6,1,7,0,4,11,5,11
"Prkch",23466,10562,22219,21813,24786,35748,19652,23577,13017,20629,13219
"Gm8075",0,0,2,3,0,2,0,0,0,1,2
"Hif1a",7983,3761,8106,8168,6760,7751,4324,4098,6258,15404,11506
"Gm20235",30,38,45,33,57,37,16,33,11,45,31
"S100a11-ps",8,6,12,11,3,6,7,5,11,20,38
"Snapc1",1135,559,1121,1068,896,1034,646,935,1046,1689,1361
"Kcnh5",3,0,5,2,0,1,0,0,4,2,3
"Rhoj",0,0,0,0,0,0,2,0,0,1,0
"Gphb5",1,0,0,0,0,0,0,0,1,0,1
"Ppp2r5e",2847,1358,2670,2642,2555,3463,1758,2133,2568,3586,3045
"Wdr89",123,65,110,101,70,113,73,76,155,221,198
"Sgpp1",2023,858,2011,1768,1552,2261,1478,1350,2272,2164,1196
"Syne2",1701,734,1298,1589,822,1540,766,1024,1447,2342,2353
"Mthfd1",1105,512,1034,920,631,1243,966,917,1828,1484,1785
"Akap5",66,48,77,97,48,56,17,56,80,140,140
"Zbtb25",1330,543,1084,1101,1072,1412,961,1127,1226,1532,1570
"Zbtb1",2844,1847,3178,2943,2915,2998,1787,2453,3523,4598,3948
"4930426I24Rik",10,0,5,5,4,10,1,11,2,5,12
"Hspa2",151,57,165,187,113,182,155,149,309,323,347
"Ppp1r36",0,0,1,2,0,0,0,0,0,0,0
"Gm10451",19,61,33,43,24,32,62,42,18,5,52
"Plekhg3",57,27,69,57,16,37,20,23,421,233,253
"Sptb",3,2,8,20,4,9,84,9,22,133,13
"Churc1",571,210,465,590,556,917,674,850,910,807,775
"Rab15",0,0,0,0,0,0,0,0,6,0,2
"Fntb",176,93,181,150,155,215,148,145,270,239,273
"Max",3481,1351,2801,3191,3181,4393,2583,3136,3910,3847,4023
"Fut8",1870,762,1674,1844,1558,2394,1260,1384,1632,2895,2179
"Gm6657",0,0,0,1,0,0,0,0,0,0,1
"Gphn",383,200,419,475,394,609,341,373,660,710,809
"Garin2",0,3,0,0,1,0,0,1,3,0,3
"Pals1",329,158,316,399,313,416,205,196,427,512,473
"Atp6v1d",2743,1344,2718,2666,2781,3769,2639,2710,2627,3162,2805
"Eif2s1",2375,1462,2595,2271,2289,3383,1995,2208,2986,3367,2880
"Plek2",0,0,0,2,2,0,0,5,2,6,2
"Tmem229b",3846,1138,2295,3149,2589,4242,2403,2826,3186,3068,3417
"Plekhh1",9,8,10,12,3,11,5,3,23,10,32
"Pigh",217,103,204,207,173,318,196,213,246,434,256
"Arg2",10,3,13,11,3,4,7,6,71,53,69
"Vti1b",1673,566,1152,1401,1331,2094,1388,1730,2018,1775,1897
"Rdh11",940,387,730,902,866,1386,861,875,1024,1161,1074
"Rdh12",409,164,297,429,438,596,444,457,644,560,605
"Zfyve26",2084,683,1314,1929,1349,1594,818,1459,1731,2604,2509
"Rad51b",29,30,58,30,26,48,30,26,98,114,237
"Zfp36l1",3463,1498,2163,3427,3002,3294,1842,2422,11680,9923,13701
"2310015A10Rik",82,24,48,59,51,75,57,83,306,309,374
"Actn1",455,217,358,671,361,738,788,519,2192,1935,2992
"Dcaf5",5586,1870,3522,4866,4614,6358,3508,4332,4289,4598,4961
"Scarna3b",6,3,3,6,4,0,0,3,5,5,3
"Exd2",1056,497,919,993,910,1092,614,1058,1461,1679,1714
"Galnt16",2,0,0,0,0,0,2,2,2,2,2
"Erh",2060,909,2131,1858,1669,2897,2098,2299,3091,2954,2470
"Slc39a9",2131,926,1958,2004,1622,2224,1313,1594,1870,2853,2732
"Plekhd1os",0,0,1,0,0,0,0,0,0,0,1
"Plekhd1",0,0,4,2,0,0,0,0,0,0,0
"Ccdc177",0,0,0,1,0,1,2,0,0,0,0
"Susd6",7230,2371,3847,6326,7174,9471,4689,6243,5838,7226,7163
"Gm20337",13,9,18,13,12,15,15,22,15,42,23
"Srsf5",18205,7390,13497,16682,17794,16577,8719,15391,18571,23287,28344
"Slc10a1",25,3,66,16,22,37,10,45,50,35,43
"Smoc1",0,0,0,0,0,0,0,0,7,1,4
"Gm4787",21,15,21,23,23,24,13,23,51,48,67
"Adam4",21,28,22,24,25,14,20,18,80,73,50
"Cox16",498,217,466,537,510,833,545,641,770,740,661
"Synj2bp",2510,1416,2297,2272,2540,3200,1668,1991,2270,2894,2528
"Adam21",0,2,0,0,0,1,0,0,0,2,0
"Med6",421,210,369,492,415,474,263,441,696,704,635
"Map3k9",6,2,4,7,2,10,0,6,345,177,210
"Pcnx",1465,500,971,1310,1061,1332,699,965,1479,1833,2206
"Sipa1l1",11181,3675,6956,8377,9028,11244,4849,7621,3214,5731,4220
"Dpf3",1,0,1,1,2,4,0,3,1,10,0
"Dcaf4",719,337,601,707,517,807,525,710,755,851,1057
"Zfyve1",1577,611,1078,1340,1422,1873,1077,1333,1729,2030,2250
"Rbm25",14712,7026,13279,13458,12088,12388,7140,13425,15489,15975,17824
"Psen1",4971,1813,3710,4302,4312,6405,3564,4114,4343,5170,5298
"Papln",4,2,0,2,0,1,0,2,16,3,5
"Numb",785,292,480,635,636,777,400,520,626,888,824
"Riox1",508,160,353,482,364,567,389,421,671,662,822
"Acot2",620,254,455,605,467,729,439,480,955,1035,1141
"Acot1",46,12,30,34,22,52,11,23,95,49,101
"Acot4",0,0,1,0,0,0,0,0,1,0,3
"Acot6",42,20,26,48,36,46,23,36,71,66,110
"Dnal1",12,23,11,13,18,14,6,18,11,25,59
"Pnma1",11,5,20,16,7,5,6,13,16,11,39
"Mideas",2892,836,1473,2540,2283,2687,1161,1985,3754,3675,4556
"Gm19327",11,3,8,11,3,9,2,11,28,9,29
"Ptgr2",1050,498,888,1011,848,1337,854,940,1188,1533,1650
"Zfp410",1442,736,1387,1555,1313,1670,1132,1473,1487,1976,1937
"Fam161b",14,13,14,17,20,27,15,23,47,105,36
"Coq6",354,119,267,324,244,393,186,355,483,523,531
"Entpd5",1844,737,1345,1564,1439,1860,1119,1295,2120,2365,2585
"Bbof1",40,19,26,31,50,22,10,29,39,56,88
"Rnf113a2",905,291,581,810,725,847,595,797,1112,1015,1350
"Aldh6a1",223,88,141,179,166,148,118,132,254,363,458
"Lin52",526,246,424,465,513,814,444,528,625,672,644
"Abcd4",441,220,383,470,470,503,297,532,709,688,862
"Npc2",9442,3838,6552,8877,9509,15187,10097,12026,8263,7063,7858
"Isca2",669,222,472,519,547,735,406,668,644,741,771
"Ltbp2",0,1,0,1,1,4,4,3,3,3,4
"Arel1",6517,2584,4554,5579,5189,6988,3558,4805,4081,6882,6293
"Fcf1",1136,662,1202,1205,1217,1626,1128,1303,1901,1802,1800
"Ylpm1",4582,1757,2993,3953,3572,4539,2084,3047,3521,4124,4439
"Prox2",74,41,68,49,49,67,53,64,72,71,121
"Dlst",3810,1681,3265,3549,3122,4092,2681,3734,4433,4912,5004
"Rps6kl1",63,22,58,61,40,69,51,92,101,75,65
"Pgf",0,0,0,2,0,0,0,1,4,1,0
"Eif2b2",1323,395,847,1173,1011,1759,1269,1306,1501,1348,1687
"Mlh3",421,213,336,423,296,330,236,269,465,838,723
"Acyp1",193,62,120,181,122,264,184,199,279,288,346
"Zc2hc1c",14,2,18,31,13,18,5,8,59,51,45
"Nek9",5797,1975,4036,5157,4226,6077,3062,4019,4755,6432,6650
"Tmed10",3551,1670,3018,3081,2851,4318,2538,2766,2923,4209,3693
"Fos",16034,3616,9283,17555,10510,18414,9107,10129,22102,21567,32764
"Jdp2",1548,662,1370,1499,1681,3056,1664,1994,1505,1536,1625
"Batf",6350,2038,3648,4930,6147,9805,5140,7862,3505,4122,4536
"Flvcr2",13,11,11,6,12,5,3,16,15,49,32
"Erg28",1117,506,885,987,922,1505,966,1241,1101,1159,1169
"Ttll5",721,342,645,732,616,993,542,705,782,1115,1007
"Tgfb3",5,0,5,3,5,1,13,1,39,20,13
"Ift43",4,5,5,8,2,4,4,9,14,8,12
"Gpatch2l",1630,719,1209,1529,1495,1694,982,1322,1329,2078,1913
"Vash1",27,18,55,26,29,62,22,54,30,16,9
"Angel1",504,147,291,398,384,524,342,388,538,539,583
"Lrrc74a",3,0,0,0,0,0,0,0,0,0,0
"Irf2bpl",7166,1760,3694,5799,4988,6979,3480,5132,5351,6432,7957
"Cipc",4746,1542,3139,4101,4715,4628,2590,3921,2214,4004,3280
"Zdhhc22",0,2,0,5,3,1,0,3,3,3,1
"Tmem63c",0,0,3,0,1,0,0,0,3,6,0
"Ngb",0,0,0,0,0,0,0,0,6,3,3
"Pomt2",170,72,142,139,148,150,115,152,336,356,244
"Gstz1",167,57,126,146,114,212,111,157,277,263,297
"Tmed8",2836,1382,2544,2470,2900,3368,1422,2349,2332,3090,2255
"Samd15",4,2,3,4,4,6,9,8,10,7,8
"Noxred1",18,17,20,19,11,15,13,18,75,38,34
"Vipas39",1366,618,1128,1346,1261,1931,1305,1379,1704,1816,1844
"Ahsa1",2861,1145,2362,2743,3371,4415,2938,3139,6401,3724,3634
"Ism2",0,0,2,0,0,0,0,1,4,1,2
"Sptlc2",3250,1531,2760,3148,2779,4152,2659,3128,3139,3875,3913
"Alkbh1",939,418,774,964,1032,1068,637,1031,1012,1284,1133
"Mir3068",9,5,6,7,14,10,3,12,9,25,9
"Nrp",107,60,133,102,146,81,64,181,181,265,320
"Slirp",151,89,186,208,191,314,279,275,296,396,241
"Snw1",5403,1937,3463,4591,4175,6220,3641,4430,5307,5093,6030
"Eif1ad8",8,0,0,12,10,6,1,13,8,3,15
"Gm21559",2,1,1,0,2,5,0,1,1,0,1
"Gm1995",1,0,2,0,4,1,0,0,0,0,0
"Eif1ad3",2,0,0,0,1,1,0,0,3,0,10
"Eif1ad4",3,0,0,0,7,0,0,3,2,3,7
"Eif1ad14",1,0,0,0,0,0,0,0,1,0,0
"Eif1ad17",1,0,0,0,1,1,0,0,3,0,2
"Eif1ad11",0,0,0,0,2,1,0,3,3,3,4
"Gm8587",8,1,9,13,10,9,2,14,17,7,29
"Eif1ad10",0,0,0,0,2,0,0,0,2,0,0
"Eif1ad15",2,0,0,1,2,0,1,1,5,1,5
"Adck1",561,195,337,507,511,734,430,564,757,693,761
"3200001D21Rik",20,8,13,15,23,20,10,19,22,13,31
"Nrxn3",93,81,234,193,334,296,108,214,89,56,115
"Dio2",19,10,26,11,14,23,20,6,4,67,30
"Cep128",570,309,686,513,503,687,369,407,518,858,1020
"5430427M07Rik",0,0,0,0,0,1,0,3,0,0,0
"Tshr",21,22,29,33,49,52,16,39,19,13,10
"Gtf2a1",1414,886,1534,1537,1400,1455,1012,1279,2060,2980,2476
"Ston2",278,194,240,189,244,305,127,262,174,330,173
"Gm8378",0,1,0,0,0,0,0,0,4,0,0
"Sel1l",4084,1949,3886,3920,3498,4599,2352,3202,4661,6071,5017
"Flrt2",0,0,0,0,0,0,0,0,4,0,0
"Galc",299,183,384,310,439,397,221,382,368,505,449
"Gpr65",3691,1709,3855,3229,3101,4030,2441,2896,2682,4075,3269
"Kcnk10",7,0,3,2,4,4,2,4,39,16,28
"Spata7",32,5,14,15,16,23,12,28,37,33,38
"Ptpn21",82,70,119,87,86,117,81,73,146,170,169
"Zc3h14",4159,2123,4029,3995,3765,5606,3172,3586,3851,5692,5005
"Eml5",751,392,477,717,524,426,221,517,1066,1427,1845
"Ttc8",48,13,37,56,25,40,15,34,74,121,108
"4930474N09Rik",3,0,0,3,0,1,2,4,0,2,0
"Foxn3",2268,812,1556,1756,2050,2299,882,1326,1237,1618,1377
"Gm19929",12,9,11,22,8,12,3,27,19,7,4
"3300002A11Rik",2,0,0,0,0,0,0,3,0,0,0
"1700064M15Rik",0,1,0,1,0,1,1,0,5,0,0
"Efcab11",30,31,59,34,39,35,33,43,40,80,60
"Tdp1",489,178,423,440,345,592,391,458,797,759,763
"Kcnk13",1,0,0,2,0,0,3,0,10,4,5
"Psmc1",3968,1651,3581,3416,3470,5288,3472,4037,4902,4427,4394
"Nrde2",1071,345,674,962,743,921,662,840,959,1287,1606
"Gm10433",3,2,4,3,3,3,2,4,5,3,7
"Calm1",21500,12983,26418,21618,21015,31955,20831,22086,28483,33674,27568
"Gm10432",14,5,19,22,5,4,4,14,27,23,55
"Ttc7b",2132,721,1720,2112,1659,2809,1715,1845,1815,2823,2873
"Rps6ka5",200,97,193,199,198,227,121,171,579,588,613
"Gm2614",175,74,85,172,123,247,106,250,694,109,339
"Dglucy",598,313,672,820,530,896,644,635,1171,1432,1918
"Gpr68",4954,1411,2722,4233,4386,5693,3514,4276,3676,3913,4960
"Ccdc88c",9014,2904,5364,7532,6732,7181,3024,7015,6469,9991,11984
"A630072L19Rik",17,7,28,20,15,19,7,17,22,14,12
"Mir1190",5,2,2,1,0,1,0,3,0,3,6
"Ppp4r3a",5393,2998,5766,5548,5423,5759,2780,4204,5780,8193,7554
"D130020L05Rik",31,13,25,26,25,40,23,27,21,30,39
"Trip11",3236,1776,3000,3181,2920,3261,1245,1847,2123,4466,3571
"Gm20036",26,8,18,26,15,27,8,17,40,28,27
"Atxn3",1318,854,1534,1369,1473,1766,984,1206,1781,2250,1862
"Cpsf2",4389,2321,3855,3818,3652,4812,2847,3309,3815,4884,4514
"Slc24a4",0,1,0,0,0,0,1,0,0,0,0
"Rin3",4324,1154,2218,3583,3242,4962,3082,3600,4753,4631,5056
"Lgmn",68,36,126,108,35,70,44,54,1659,401,312
"Golga5",2149,943,1667,1817,1667,2293,1468,1817,2152,2681,3009
"Chga",1,0,4,5,0,2,1,0,0,1,2
"Itpk1",4250,1241,2562,4055,3494,5151,2435,3733,3149,3818,3314
"Gm20069",133,34,67,116,74,149,71,142,54,36,22
"Mir1936",0,1,2,4,1,5,0,0,1,2,0
"Gm20604",4,6,10,4,5,1,6,6,0,5,2
"Moap1",1,1,0,1,2,2,0,3,0,2,0
"Tmem251",267,120,280,309,205,290,267,242,626,573,709
"Gon7",158,83,292,224,182,214,149,195,327,345,231
"Ubr7",1601,734,1360,1476,1310,1979,1152,1338,1768,1948,1863
"Btbd7",1094,494,766,1068,986,1213,503,697,1068,1431,1335
"Unc79",2,0,1,1,0,0,1,2,1,9,1
"Asb2",35,13,26,36,13,28,19,10,380,80,56
"Otub2",87,23,46,62,47,67,40,53,156,158,163
"Ddx24",5799,1909,4014,5217,4184,6566,4101,4197,5728,6651,6638
"Ifi27",3580,1360,2661,3752,3296,4994,2859,4214,4059,4534,4866
"Ifi27l2a",800,338,807,1362,885,1738,1006,1292,2285,1745,1655
"Ifi27l2b",5,0,0,1,0,0,0,1,0,0,8
"Ppp4r4",22,12,22,23,16,30,25,15,45,161,161
"Serpina11",3,3,4,3,3,6,2,5,0,5,5
"Serpina9",49,10,40,80,39,94,77,47,68,316,524
"Serpina12",3,1,7,4,1,5,3,5,14,48,209
"Serpina4-ps1",0,0,0,2,0,0,0,0,0,1,0
"Serpina5",0,0,0,0,0,0,0,0,0,0,2
"Serpina3f",302,95,282,184,124,181,183,108,495,982,274
"Serpina3g",9889,3086,6122,7741,5722,9516,5624,5739,6036,8162,6741
"Serpina3h",6,1,2,6,1,6,0,2,12,0,1
"Serpina3i",15,4,2,4,6,10,3,16,26,6,13
"Serpina3n",0,0,0,2,0,0,1,0,0,0,0
"Dicer1",3922,1687,3085,3626,3271,3406,1590,2605,3967,5419,5520
"6230426M11Rik",15,7,17,18,17,17,7,14,31,27,33
"Clmn",0,0,0,0,0,0,0,0,18,9,9
"Syne3",1317,436,790,897,1010,1518,651,1010,906,1129,1511
"Snhg10",8,2,2,5,9,12,5,10,8,16,9
"Scarna13",1,1,1,0,2,3,0,3,7,7,7
"Glrx5",3,0,5,3,1,1,1,3,3,1,4
"Gm2721",0,0,0,0,0,0,0,0,0,0,5
"D430019H16Rik",10,9,9,13,21,52,19,25,198,50,62
"Bdkrb1",1,1,0,5,0,1,4,1,7,2,14
"Atg2b",2216,965,1584,2041,1994,2345,1253,1680,2518,2848,2834
"Gskip",1017,490,1029,954,1002,1383,923,1096,1021,1242,985
"Ak7",2,2,6,6,4,2,0,4,11,5,0
"Papola",8107,4335,8117,7547,8126,11057,5822,6283,8898,11700,9138
"Vrk1",609,353,671,732,651,965,727,831,1654,1334,1378
"4930465M20Rik",4,0,1,5,1,0,0,1,3,0,0
"Bcl11b",18597,7037,12689,16372,18075,20530,9461,15249,9095,16169,14192
"Setd3",3964,1785,3008,3664,3775,4918,3205,3505,3797,4414,4356
"Ccnk",3462,1147,2244,2804,2689,3841,2203,2638,3062,3876,3826
"Ccdc85c",6,1,3,7,0,12,6,11,12,15,20
"Eml1",13,8,13,11,14,12,6,15,21,8,18
"Evl",1058,234,467,1003,446,770,643,533,3751,2620,3766
"Degs2",66,22,46,85,29,30,34,52,338,261,344
"Yy1",4072,1933,3427,3731,3589,4878,2430,3257,3451,4222,3773
"Slc25a29",116,28,49,87,70,97,92,100,104,151,161
"Mir345",1,0,0,1,2,1,0,0,0,1,0
"Slc25a47",17,5,6,16,7,5,8,16,10,11,11
"Wars1",1664,719,1262,1353,1132,2096,1357,1398,2020,2255,2055
"Wdr25",120,43,85,85,94,144,94,110,110,147,202
"Begain",0,0,0,0,0,0,0,0,14,0,3
"Meg3",0,0,0,0,0,0,5,0,4,3,0
"Rian",0,0,0,0,1,0,0,0,17,1,0
"Mirg",0,0,0,0,0,0,0,0,3,0,0
"Dio3os",26,9,26,13,26,19,22,35,42,52,34
"Dio3",22,10,25,14,9,9,4,15,24,42,15
"Gm6988",307,53,99,211,276,476,135,397,769,158,351
"Ppp2r5c",11711,5075,9556,10956,10696,15760,9502,10676,10989,14607,12656
"B930059L03Rik",14,9,15,26,15,19,14,26,21,14,26
"Dync1h1",14307,5609,10399,15320,10089,15684,6381,9826,12144,16372,15813
"1700001K19Rik",67,16,24,40,25,47,15,30,28,27,42
"Hsp90aa1",17748,10662,22735,19879,24862,24363,12726,16503,44393,30134,34796
"Wdr20",761,342,654,704,747,827,573,728,936,1010,991
"Mok",5,2,7,2,4,4,6,2,22,12,7
"4921507G05Rik",1,2,1,2,4,1,3,1,1,4,1
"Zfp839",708,490,749,917,1036,940,529,846,1388,1106,668
"Mpc1-ps",75,53,118,115,71,147,144,98,189,261,140
"Cinp",324,170,293,294,301,474,265,429,583,485,398
"Tecpr2",463,201,332,417,489,561,304,678,718,853,764
"Ankrd9",92,23,53,77,60,139,86,109,105,84,107
"Rcor1",1268,592,967,1096,1011,1313,587,833,1169,1501,976
"Traf3",3313,1271,2167,2796,2291,3339,1546,2343,3528,4496,4038
"Amn",10,1,7,14,1,6,1,7,21,6,30
"A230087F16Rik",6,0,1,2,4,1,1,1,2,3,6
"Cdc42bpb",17,7,19,16,17,16,8,15,506,358,329
"Lbhd2",0,1,1,1,0,0,0,0,1,0,0
"Exoc3l4",0,0,0,0,0,0,0,0,28,6,5
"Tnfaip2",16,7,29,38,18,24,67,9,1084,1424,1276
"Eif5",12131,5687,12099,12485,12384,13526,6483,9263,14412,20767,19914
"Snora28",182,90,239,211,300,197,29,139,288,694,534
"2810029C07Rik",26,12,21,26,25,24,10,32,23,27,36
"Mark3",2364,1125,2440,2414,2499,2824,1607,2454,2906,3827,3492
"Ckb",52,7,25,36,28,54,52,58,129,73,66
"Trmt61a",173,69,88,144,107,204,125,158,283,220,300
"Bag5",842,307,545,713,643,908,562,701,890,940,1108
"Coa8",626,137,425,434,596,899,617,816,706,594,684
"Klc1",2697,900,1591,1977,2242,2697,1599,2564,2336,2331,2524
"Xrcc3",451,204,370,296,469,439,208,612,233,502,435
"Zfyve21",41,17,50,29,55,65,55,80,79,71,15
"Ppp1r13b",1107,355,493,954,880,1265,822,932,2178,1723,1934
"5033406O09Rik",2,0,1,2,0,1,0,0,13,7,0
"Atp5mpl",635,291,593,769,728,1386,1106,1130,1766,1040,817
"Tdrd9",0,0,0,0,0,0,0,0,0,0,0
"Aspg",1,0,0,0,0,0,0,0,4,0,0
"Kif26a",0,0,0,0,0,3,0,1,1,0,0
"Inf2",563,306,413,611,411,582,332,572,1456,1716,1768
"Adssl1",325,129,234,244,254,502,273,436,419,340,389
"Siva1",254,119,217,232,244,432,301,416,332,278,285
"Akt1",9787,3153,6290,7804,8133,13266,7532,10026,8020,8653,10814
"Zbtb42",883,330,491,799,691,1086,799,768,1124,1078,1861
"Cep170b",2162,503,950,1614,1419,2276,1093,1645,1136,1384,1670
"Pld4",107,50,62,96,102,114,93,93,3579,1334,1717
"Ahnak2",153,39,48,106,66,91,98,64,202,481,512
"Clba1",4,1,5,7,6,7,3,5,17,19,13
"Cdca4",1631,673,1302,1343,1164,1695,1128,1327,1454,1715,1609
"Gpr132",5414,2096,4623,6053,4457,5407,3329,4999,6462,9673,10352
"Jag2",36,13,42,53,32,23,32,25,104,120,307
"Nudt14",338,98,182,314,242,461,351,412,431,516,672
"Brf1",2663,937,1753,2360,2154,2442,1502,2762,3148,3124,4057
"Btbd6",767,254,446,794,584,864,712,693,1131,1081,1569
"Pacs2",2121,637,1289,1779,1858,2173,1219,1809,1561,2109,2221
"Tex22",2,1,0,2,0,2,0,0,2,0,2
"Mta1",3836,991,2252,2872,2939,4731,2604,3282,2350,3223,3341
"Crip2",113,56,68,128,78,193,146,106,476,593,514
"Crip1",5610,2033,3551,5426,4245,8459,5806,7428,11196,6683,9206
"Tedc1",866,317,628,654,551,730,432,860,593,910,1052
"Tmem121",6,7,10,12,6,29,7,28,42,17,59
"Adam6b",0,0,0,0,0,0,0,0,5,2,0
"Gm19331",0,0,0,0,0,0,0,0,0,0,0
"Zfp386",790,434,911,834,659,960,551,674,1542,1725,1763
"Vipr2",1,1,0,0,0,0,0,0,1,6,0
"Dync2i1",6,0,5,2,1,7,0,8,18,9,14
"Esyt2",11954,5881,9875,12730,11106,13222,6865,8297,11271,20061,15594
"D430020J02Rik",71,60,180,77,77,80,58,129,76,127,123
"Ncapg2",623,848,2133,809,594,1002,438,725,711,1582,1058
"Ptprn2",1,10,13,23,11,17,2,21,40,76,66
"Gm6750",188,145,432,205,143,194,125,171,176,313,203
"Gm5441",0,0,0,0,1,1,0,1,0,1,0
"Mir153",0,0,0,0,0,0,0,0,0,0,0
"Rapgef5",71,37,110,61,74,92,52,43,200,123,139
"Cdca7l",1430,650,1281,1226,984,1589,1090,1175,1262,1613,1624
"Dnah11",47,22,27,36,24,41,27,28,79,117,140
"Sp4",4694,2405,4691,4256,4544,4495,1907,3221,2528,5096,4203
"Itgb8",5,5,5,7,9,19,3,9,35,20,6
"2810429I04Rik",85,34,80,53,82,87,55,77,50,56,68
"Gdi2",24762,15483,29667,26677,26650,38533,24644,24301,31134,41481,33811
"Tasor2",4564,2534,5079,4935,4535,4375,1730,3243,4766,8655,6751
"Asb13",2198,1135,1871,2629,2446,2204,1168,2240,2280,3143,3058
"Net1",2027,894,1616,1852,1504,2172,1211,1441,2430,2638,2795
"Tubal3",1,0,0,1,0,1,2,0,0,7,7
"Akr1c13",295,149,307,342,299,405,343,273,395,786,802
"Akr1c12",14,11,16,24,15,30,27,23,55,70,143
"Akr1e1",31,91,107,70,37,97,59,31,615,214,383
"1700016G22Rik",2,0,2,2,2,3,1,3,16,8,9
"Klf6",25840,9022,24604,31724,28293,21959,9359,17952,19763,31783,35212
"Pitrm1",2201,977,1937,2255,1794,2742,1666,1936,3081,3532,3532
"Pfkp",13918,5280,10050,10834,11186,14780,10554,11963,12651,15829,21699
"Gm10029",361,99,181,372,346,552,265,608,1324,250,625
"Wdr37",2965,1626,3252,3256,3090,3249,1654,2515,2679,4356,3722
"Idi1",582,633,1239,783,926,975,438,751,851,1252,632
"Gm9745",2,2,0,1,1,6,2,1,7,0,2
"Idi2",12,5,10,8,5,23,6,8,26,12,4
"Gtpbp4",3882,2047,3796,3488,3330,4409,3010,3137,4433,5204,5034
"Larp4b",5117,2523,4749,4466,4930,5660,2567,3970,4096,6852,5692
"Dip2c",0,1,5,1,1,2,9,1,48,15,29
"Zmynd11",6466,2947,5780,6013,6090,6921,3849,5408,6476,9133,7666
"Chrm3",0,0,0,0,0,0,0,0,24,1,7
"Ryr2",0,2,0,0,0,0,0,0,18,5,0
"Gm10336",873,382,647,873,720,899,456,682,857,1214,1100
"Mtr",2493,999,1590,2010,1837,2489,1286,1647,1765,2832,2510
"Actn2",174,16,45,77,60,136,47,56,36,62,17
"Gm5445",0,1,1,1,0,2,0,0,11,0,5
"Heatr1",2945,1385,2566,2588,1934,2655,1624,2056,3790,4452,4538
"Lgals8",3882,1719,3759,4008,4430,4496,2436,3690,4017,5969,4953
"Edaradd",1,1,0,2,3,0,0,1,290,47,4
"Ero1b",1408,689,1519,1338,1531,1734,1006,1252,2907,2013,1427
"Gpr137b-ps",1633,778,1558,1867,2097,2197,1331,2042,1936,2787,2251
"Prl2c5",0,0,0,0,0,0,3,0,0,0,0
"Gm2423",1798,833,1490,1683,1573,2837,1480,1831,2521,3018,2769
"Gm7040",0,1,0,2,3,0,0,2,1,0,1
"Gpr137b",892,670,1271,1819,1622,1942,1123,1621,1730,2690,2402
"Nid1",0,1,1,3,1,0,0,0,192,8,0
"Lyst",17131,5017,9369,11115,12666,13738,4991,8071,3949,7391,5406
"Gng4",6,1,0,1,2,0,5,3,8,11,17
"B3galnt2",1211,692,1365,1201,1190,1569,1084,1314,1493,1841,1600
"Tbce",2154,1188,2336,1998,2185,2051,1263,2159,1980,3355,3248
"Ggps1",1990,1027,1807,1722,2016,2471,1456,1574,1851,2884,2384
"Arid4b",7821,3926,6894,7363,6976,7608,3946,5911,6841,8881,8034
"Hecw1",0,0,1,0,0,2,0,0,0,0,0
"Mrpl32",983,415,902,1024,1118,1629,903,1194,1381,1436,1309
"Psma2",7551,3261,7025,6820,7086,11118,7294,8585,7869,7081,6587
"Gm9512",1683,376,740,1304,1259,2035,876,1992,3151,692,2060
"4933412O06Rik",0,0,0,0,0,0,0,0,0,0,16
"A530046M15Rik",0,0,0,0,0,0,0,0,1,3,1
"Inhba",0,0,3,0,0,0,2,0,30,39,39
"Sugct",5,2,4,4,2,4,0,6,2,5,1
"Mplkip",843,270,549,678,843,1301,672,1059,864,1002,921
"Cdk13",10227,4075,8134,9458,8382,9753,4459,6252,7002,10410,9928
"Mir466i",5,16,16,11,22,7,3,8,8,28,11
